objectid,filename,title,format,description,creator,date,item_information,subject,location,source,identifier,rights,rightsstatement,type,language
campusecho639,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 1 · North Carolina Newspapers (digitalnc.org)",Biggers Named Dean Of Women,application/pdf,"This Article is about Alma F. Biggers and all of her contributions and accomplishments. She got her B.A and M.A degrees in counseling and guidance. She Worked actively in counseling centers and in The Equal Employment Opportunity Program for 5 years. She was a woman of god and even said, ""All things are possible through god."" Overall she was a very hard working religious woman who believed in helping others. ",NCCU The Campus Echo,1968.10.31,single-page; newspaper,"Alma F Biggers, The Equal Employment Opportunity Program,counselor ","Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho640,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 1 · North Carolina Newspapers (digitalnc.org)",Students Faculty Visit Art Show ,application/pdf,The Great Age of Fresco Giotto to Pontormo was a Exhibition that was displayed at the Metropolitan Museum of Art in New York November 7-15.  It was a Once in a lifetime show which brought one of the greatest periods of western art. The works were lent as a generous gesture by the italian government to acknowledge the outside aid in the aftermath after the disastrous flood which swept Florence in 1966. ,NCCU The Campus Echo,1968.10.31,single-page; newspaper,"The Great Age of Fresco Giotto to Pontormo, Florence Flood","Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho641,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 1 · North Carolina Newspapers (digitalnc.org)",Student Attended Rally For Humphrey ,application/pdf,"On October 2nd, 400 NCC students loaded up 7 buses enroute to the Charlotte Coliseum for the Humphrey Muskie Campaign. THis event was termed ""the biggest thing to ever hit the charlotte Coliseum.""",NCCU The Campus Echo,1968.10.31,single-page; newspaper,"400 NCC students, Humphrey Muskie Campaign","Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho642,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 1 · North Carolina Newspapers (digitalnc.org)",Wallace Rally Held In Durham ,application/pdf,"The american Independent Party's presidential candidate, George Wallace on october 24 brought his campaign to durham. He began his speech by lashing out at college students and professors and also his opponents. His main  mission was get rid of some professors, some preachers, and some bureaucrats. during this campaign a fight broke out between the wallace supporters and the non supporters. It was claimed that one of the supporters maced the NCC students.  ",NCCU The Campus Echo,1968.10.31,single-page; newspaper,"George Wallace,campaign in durham","Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho643,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 1 · North Carolina Newspapers (digitalnc.org)",Boycott Effects Not Revealed ,application/pdf,There is a boycott going on in durham and there is a big question on whether the boycott is succeeding or failing. The eagles have been asked to support the boycott and it is said the  way to know if the boycott is going to work is by supporting the boycott yourself. ,NCCU The Campus Echo,1968.10.31,single-page; newspaper,"boycott, Merchants Association ","Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho644,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 1 · North Carolina Newspapers (digitalnc.org)",Morehouse Prof. Lectures At NCC,application/pdf,A man by the name of Dr. Samuel W. Williams will deliver a series of lectures at NCC on November 18-20. These lectures will be on the role of religion in human affairs.  these lectures are being sponsored by the Religious Activities Committee.,NCCU The Campus Echo,1968.10.31,single-page; newspaper,"lectures at NCC,Religious Activities Committee","Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho645,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 3 · North Carolina Newspapers (digitalnc.org)",Pre-Law Society Established Here,application/pdf,an organization where students interested in career laws get to know each other while they are undergraduates ,NCCU The Campus Echo,1968.10.31,single-page; newspaper,"undergraduates, organization","Durham, NC",http://digitalnc.org/,1968.10.31.3.Pre-Law_Society_Established_Here,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho646,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 3 · North Carolina Newspapers (digitalnc.org)",P.B.L. Initiates New Members,application/pdf,take different resources from the club and make it the most effective,NCCU The Campus Echo,1968.10.31,single-page; newspaper,"productive club, ultimate goal","Durham, NC",http://digitalnc.org/,1968.10.31.3.P.B.L_Initiates_New_Memebers,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho647,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 3 · North Carolina Newspapers (digitalnc.org)",Hamburg gets Doctoral Degree ,application/pdf,the campus echo celebrates Hamburg's academic achievements ,NCCU The Campus Echo,1968.10.31,single-page; newspaper,academic achievements ,"Durham, NC",http://digitalnc.org/,1968.10.31.3.Hamburg_Gets_Doctoral_Degree,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho648,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 3 · North Carolina Newspapers (digitalnc.org)",Johnson And Johnson Hires Mckoy,application/pdf,She was eventually promoted to lead the company's research and development division,NCCU The Campus Echo,1968.10.31,single-page; newspaper,student congress represntitive,"Durham, NC",http://digitalnc.org/,1968.10.31.3.Johnson_and_Johnson_Hires_Mckoy,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho649,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 3 · North Carolina Newspapers (digitalnc.org)",Political Sci. Club Holds Meeting,application/pdf,a meeting held by the political science club on every second and fourth tuesday,NCCU The Campus Echo,1968.10.31,single-page; newspaper,"national nominating convention, mr harry washington","Durham, NC",http://digitalnc.org/,1968.10.31.3.Political_Sci_Club_Holds_Meeting,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho650,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 3 · North Carolina Newspapers (digitalnc.org)",Biafran-Nigerian speaks on war,application/pdf,This article provides interviews of two North Carolina College faculty members named Mr. Oyewole and Mr. Achebe. They're asked about the civil war taking place in their home country of Nigeria.,NCCU The Campus Echo,1968.10.31,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.10.31.4.Biafran_Nigerian_Speaks_on_War,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho651,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 3 · North Carolina Newspapers (digitalnc.org)",Book reviewed,application/pdf,"This article gives an overview of the book ""Manchild in the Promised Land"" by Claude Brown. It is an autobiography that tells the story of millions of poor black kids from the ghetto streets of Harlem. ",NCCU The Campus Echo,1968.10.31,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.10.31.4.Book_reviewed,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho652,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 3 · North Carolina Newspapers (digitalnc.org)",Political Outlook,application/pdf,This article says that for the past 100 years there has only been a democratic party but there's now both republican parties and a third party.,NCCU The Campus Echo,1968.10.31,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.10.31.4.Political_Outlook,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho653,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 3 · North Carolina Newspapers (digitalnc.org)",Wallace Rally Held In Durham ,application/pdf,Provides details on the aftermath of a rally held in Durham. ,NCCU The Campus Echo,1968.10.31,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.10.31.4.Wallace_Rally_Held_In_Durham,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho654,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 3 · North Carolina Newspapers (digitalnc.org)",Exchange Students greeted by NCC,application/pdf,This article states that NCC received three female exchange students from the University of Wisconsin-Manitowoc Center while telling the readers a little bit about each of the three. ,NCCU The Campus Echo,1968.10.31,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.10.31.4.Exchange_Students_greeted_by_NCC,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho655,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 3 · North Carolina Newspapers (digitalnc.org)",Geography Club Presents Party,application/pdf,"This article says that members of the members of the Gamma Pi Chapter plans to host a ""Get Acquainted Party"" for majors, minors, upperclassmen, and freshmen interested in Geography as a profession.  ",NCCU The Campus Echo,1968.10.31,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.10.31.4.Geography_Club_Presents_Party,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho656,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 3 · North Carolina Newspapers (digitalnc.org)",The Broomsticks Will Be Waiting,application/pdf,"This article provides the history of Halloween and reminisces on the ""good ol Elementary school ",NCCU The Campus Echo,1968.10.31,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,1968.10.31.4.The_Broomsticks_Will_Be_Waiting,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho657,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 3 · North Carolina Newspapers (digitalnc.org)",Applications Accepted for Seminar,application/pdf,"This articles states that NCC's Scandinavian Seminar is now accepting applications for its study abroad program in Denmark, Norway, Finland, or Sweden. It will appeal to college students, graduates, and adults.",NCCU The Campus Echo,1968.10.31,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho658,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 3 · North Carolina Newspapers (digitalnc.org)",NCC Qualities For sloan Grant,application/pdf,This article provides NCC's financials and renewable scholarships,NCCU The Campus Echo,1968.10.31,single-page; newspaper,,"Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho659,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)",Winter Fashions Given Review,application/pdf,This article is advertising the new calf-length coat.,NCCU The Campus Echo,1968.10.31,single-page; newspaper,"Fashion, Design, They are making these new calf length coats. New stockings for thinner women. Embroidery. ","Durham, NC",http://digitalnc.org/,1968.10.31.5.Winter_Fashion_Given_Review,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho660,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)",Student Union Need More Students,application/pdf,Mr. Thurman Prescott Talks about how the student union was built to help train students in social responsibility and leadership. He also talks about how the students and staff need to take advantage of the student union. ,NCCU The Campus Echo,1968.10.31,single-page; newspaper,"Thurman Prescott, Director of Student Union, Self support, Alfonso Elder, Student Apathy, ","Durham, NC",http://digitalnc.org/,1968.10.31.5.Student_Union_Needs_More_Students,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho661,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)",The Inquiring Reporter,application/pdf,"This article talks about women and men wearing afros. The reporter asks several students how they feel about the people who are wearing afros, is it for a good reason or for fashion. A lot of the students said most of them are wearing afros because that's the fashion right now but others said they're just showing their natural beauty.",NCCU The Campus Echo,1968.10.31,single-page; newspaper,"Afros, Fashion Fad, Black Identity, Physical Features, Natural, Beautiful","Durham, NC",http://digitalnc.org/,1968.10.31.5.The_Inquiring_Reporter,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho662,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)",Reading Program makes new plans ,application/pdf,"Talks about the cultural reading program on campus and their committee. The committee then decided to form a club called the ""Ex Libris"". they also had the quiz bowl which focused on black people. ",NCCU The Campus Echo,1968.10.31,single-page; newspaper,"Ex Libris, Club, Black Identity, Black revolution, Annual Quiz bowl, Social-Orientated","Durham, NC",http://digitalnc.org/,1968.10.31.5.Reading_Program_Makes_New_Plans,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho663,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)",campus interview set for november,application/pdf,it is wise to make appointments early.,NCCU The Campus Echo,1968.10.31,single-page; newspaper,making early appointments,"Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho664,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)",Eagle of the month,application/pdf,Miss norma leak and her background growing up.,NCCU The Campus Echo,1968.10.31,single-page; newspaper,Miss homecoming for 1968-69,"Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho665,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)",Honors society makes plans,application/pdf,all sociology majors are encouraged to qualify and join.,NCCU The Campus Echo,1968.10.31,single-page; newspaper,soicology majors quality and join,"Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho666,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)",frats-soro lines comes to NCC,application/pdf,frats at NCC are student organizations that often have initiation processes called lines.,NCCU The Campus Echo,1968.10.31,single-page; newspaper,greek fraternities and sororities,"Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho667,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)",language Dept.increases faculty,application/pdf,is happy to announce the three new language instructors.,NCCU The Campus Echo,1968.10.31,single-page; newspaper,Three new language,"Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho668,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)","alpha Phi Omegas man Lost, Found",application/pdf,Robert Hill set up an lost and found building for students to return items.,NCCU The Campus Echo,1968.10.31,single-page; newspaper,The alpha Phi omega,"Durham, NC",http://digitalnc.org/,,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho669,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)",winter fashions,application/pdf,it is about how clothing and shoes shows yours personality and how different colors brings your self out.  ,NCCU The Campus Echo,1968.10.31,single-page; newspaper,comfortable and warm shoes personallities,"Durham, NC",http://digitalnc.org/,1968.10.31.7.Winter_fashions,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho670,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)",Former Eagle Makes Pro Debut,application/pdf,"Lee Davis had to choose between football and basketball. he picked basketball and talked about the 4 things an athlete needs to excel: confidence, pride, determination, and unselfishness. He went to North Carolina Central University for college, then he was drafted into the NBA playing for the New Orleans Buccaneers. ",NCCU The Campus Echo,1968.10.31,single-page; newspaper,"Concentrate, football, basketball, decided, seriousness, ALL-CIAA,","Durham, NC",http://digitalnc.org/,1968.10.31.8.Former_Eagle_Makes_Pro_Debut,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho671,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)",Trio Nominated as Potential All-Americans ,application/pdf,"3 former Eagles were nominated for the Eastman Kodak College Division All-American Football squad. Quarterback Herman Mathews, split end Julian Martins, and lineman Douglas Wilkerson. Each of these player showed that the eagle is no ordinary barnyard fowl.",NCCU The Campus Echo,1968.10.31,single-page; newspaper,"Football, Eagles, Coaches, All-American team, CIaa","Durham, NC",http://digitalnc.org/,1968.10.31.8.Trio_Nominated_as_Potential_All-Americans,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho672,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)",Athlete Of the Month ,application/pdf,"They decided to do the Athlete of the Month in two divisions 'lineman of the Month and Back of the Month"". Thurman Jones and Douglas W. Wilkerson were the two football players selected as Athlete of the Month. The two players talk about their experiences and also thank the student body by saying ""It has been an honor to honor you"". ",NCCU The Campus Echo,1968.10.31,single-page; newspaper,"Football, NCC, CIAA, Student body","Durham, NC",http://digitalnc.org/,1968.10.31.8.Athlete_of_the_month,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho673,"The campus echo. ([Durham, North Carolina]) 19??-current, October 31, 1968, Image 5 · North Carolina Newspapers (digitalnc.org)",Notice to student Body,application/pdf,"Talks about if you need student discount cards in stores in Durham, Chapel hill, and Raleigh. if you do you can go to Elwood Callahan's office in the sga",NCCU The Campus Echo,1968.10.31,single-page; newspaper,"SGA, Students, President","Durham, NC",http://digitalnc.org/,1968.10.31.8.Notice_to_student_body,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho674,https://newspapers.digitalnc.org/lccn/2015236599/1971-02-05/ed-1/seq-1/,Dr.Hime Recieves 1970 Sperry Award,application/pdf,"An article telling of Dr. Himes, a blind sociology professor of UNCG and NCCU, receiving the Sperry award for his literature contributions to the field. ",NCCU The Campus Echo,1971.02.25,single-page; newspaper,Dr.Himes_blind_sociology_Sperry Award_ NCCU_family relations studies,"Durham, NC",http://digitalnc.org/,1971_02_05_01_Dr. Himes_ Receives_1970_Sperry_Award,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho675,https://newspapers.digitalnc.org/lccn/2015236599/1971-02-05/ed-1/seq-1/,Effect of Reorganization on Black Schools Discussed,application/pdf,"An article illustrating the meeting of state Representatives and SGA members of HBCU's, to discuss prosepctive North Carolina higher education reorganization proposals concerned for ECU and UNC. ",NCCU The Campus Echo,1971.02.25,single-page; newspaper,reorganization_higher education_unc system_hbcus_Rep. Frye_Rep. George_SGA_Johnson_SOBU,"Durham, NC",http://digitalnc.org/,1971_02_05_01_Effect_of_Reorganization_On_Black_Schools_Discussed,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
campusecho676,https://newspapers.digitalnc.org/lccn/2015236599/1971-02-05/ed-1/seq-1/,L.A. Students Vote to Change Name,application/pdf,"An article writing of Black L.A. students determined to name their new school building after Angela Davis, subsequent to her FBI capture. ",NCCU The Campus Echo,1971.02.25,single-page; newspaper,Thomas Jefferson High_ Black ghettos_ Angela Davis_name change_FBI Seizure,"Durham, NC",http://digitalnc.org/,1971_02_05_01_L.A._Students_Vote_To_Change_Name,https://rightsstatements.org/vocab/InC-EDU/1.0/,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",Text,English
